business_type,location,monthly_kwh,monthly_bill_ngn,operating_hours_per_day,roof_size_sqm,avg_sun_hours,recommended_system_size_kw,installation_cost_ngn,annual_savings_ngn,roi_percent,payback_years
Other,Lagos,1989.5422611294869,198954.22611294867,16.563777145787125,392.87327698769207,5.0,17.004634710508434,12830831.515386006,2387450.713355384,18.607139455400752,5.374281212847837
Salon/Personal Services,Kano,520.0952847684838,52009.528476848376,13.447925757895009,160.72165930233828,6.2,3.5848861646573185,2869734.5234443014,624114.3417221805,21.748156027098577,4.59809097724875
Salon/Personal Services,Kano,406.8395331218071,40683.95331218071,6.473514394690792,311.55032061775466,6.2,2.804242715204074,2163211.9772993512,488207.43974616856,22.568636123939555,4.430927923638484
Bakery/Food Processing,Kano,1723.1417927280274,172314.17927280275,8.732996833238515,580.2158659410326,6.2,11.877183572704903,6881213.064174412,2067770.151273633,30.049500458560765,3.327842342600778
Other,Port Harcourt,1846.0728385933114,184607.28385933113,14.66571882547087,343.3626458209494,4.8,16.435833676934752,11465553.291017946,2215287.4063119735,19.32124294470305,5.175650463388803
Salon/Personal Services,Abuja,715.4799537709952,71547.99537709952,7.5678281258815545,484.78038685118673,5.5,5.559284800085432,4540023.44821305,858575.9445251942,18.911266743856338,5.287853074807207
Other,Abuja,512.1953837436421,51219.53837436421,15.530527950592866,201.6721625382463,5.5,3.97976211145021,2747156.6823807666,614634.4604923705,22.373476709006283,4.469578032087687
Agro-processing Unit,Kano,3692.7264525454725,369272.64525454724,17.328505125904776,131.8377831728136,6.2,25.453035928766695,18189994.612111405,4431271.743054567,24.361039338099104,4.104915172630029
Other,Kano,1086.5485286111689,108654.85286111689,17.771848537952224,315.87408978523064,6.2,7.489306097402597,6054762.611698371,1303858.2343334027,21.534423691760036,4.643727709242767
Agro-processing Unit,Ibadan,3658.868806286363,365886.8806286363,13.064778265575839,256.431449355781,5.3,29.502248075200473,22554649.2811827,4390642.567543635,19.466685173449978,5.136981417688254
Bakery/Food Processing,Kano,1285.8320443939792,128583.20443939793,8.438677093033046,468.9890052577335,6.2,8.862917317300656,5882654.733865378,1542998.4532727753,26.229628000943393,3.812482586348664
Retail Store/Trading,Abuja,509.2324054584223,50923.24054584223,12.135305546409015,320.7790140006501,5.5,3.956739747151688,3395535.8993706526,611078.8865501068,17.996537355513382,5.556624478617505
Small Manufacturing Plant,Kano,4520.476602315959,452047.6602315959,16.386925747494626,589.4066389708862,6.2,31.158509803666657,17605393.94291507,5424571.922779151,30.811988305221416,3.24549000244343
Welding Shop/Technical Services,Kaduna,1815.168417147634,181516.8417147634,15.930227065275638,470.4902870600947,6.0,12.928549979684002,11612508.654321013,2178202.1005771607,18.757377629739395,5.331235632930495
Bakery/Food Processing,Abuja,1774.9992174744746,177499.92174744746,17.472565723343198,160.26098354062154,5.5,13.791757711534377,7551553.242061344,2129999.0609693695,28.206105322882486,3.5453317235851776
Bakery/Food Processing,Kano,985.7491575263564,98574.91575263564,16.247543603465065,291.5323991485616,6.2,6.794521350471163,3437891.8343782527,1182898.9890316278,34.40768488417428,2.9063274770339094
Agro-processing Unit,Enugu,3617.422135517651,361742.2135517651,16.71708246234498,84.3516764904893,5.1,30.31189991216399,25947215.49670421,4340906.562621181,16.72975877959837,5.977372496365468
Other,Port Harcourt,1801.8900970763032,180189.00970763032,11.379828664433067,330.73786895232774,4.8,16.042468813001275,9593098.013939077,2162268.1164915636,22.539831380329055,4.436590421313973
Salon/Personal Services,Enugu,557.2851322105867,55728.51322105867,17.116591280761043,60.513851936370216,5.1,4.669726262867326,3697862.1371506453,668742.158652704,18.084561669678614,5.529578312515281
Other,Port Harcourt,1110.633896140289,111063.38961402889,14.252664509166728,447.4888267340257,4.8,9.888122294696304,8151828.831431063,1332760.6753683467,16.349223013977088,6.116498619812646
Bakery/Food Processing,Kaduna,1977.3051336130836,197730.51336130837,7.613221552897462,214.6675736044247,6.0,14.083369897529085,11880654.181504088,2372766.1603357005,19.97167937123904,5.007090197132281
Bakery/Food Processing,Ibadan,1409.8163932089228,140981.63932089228,15.65324649215406,203.31792982800417,5.3,11.367653549499458,10192666.667834116,1691779.6718507074,16.59800842099157,6.024819211052429
Salon/Personal Services,Enugu,286.95822651368206,28695.822651368206,17.489376228457154,54.8748068124079,5.1,2.4045435437714264,1485084.286441354,344349.8718164185,23.187227483334958,4.312719149879892
Retail Store/Trading,Kano,998.2566845455825,99825.66845455825,14.121855586288747,505.6581146970144,6.2,6.880732592677022,5395164.100950808,1197908.021454699,22.203365811312164,4.503821666040021
Bakery/Food Processing,Abuja,1300.8529737885283,130085.29737885283,6.17178333200472,455.82823520884153,5.5,10.107637713974578,5520386.840885937,1561023.568546234,28.277430794971494,3.536389169336514
Other,Ibadan,1718.0458149011488,171804.58149011488,14.885713583442229,128.56765801546123,5.3,13.852973834068285,9180694.304483062,2061654.9778813785,22.456416797089556,4.4530701805000525
Retail Store/Trading,Port Harcourt,802.7423378055753,80274.23378055752,15.227073385291693,412.1972836185302,4.8,7.1469225231977855,5997616.459186859,963290.8053666903,16.061227187863402,6.226174303515522
Other,Ibadan,1602.3970857524967,160239.70857524968,16.151057276132786,387.4822628306021,5.3,12.920473195875637,8360362.969679707,1922876.5029029963,22.99991650932667,4.347841869749793
Bakery/Food Processing,Kaduna,950.6280137484544,95062.80137484544,11.85153371600653,92.70713406938279,6.0,6.770854798778164,4986315.796923149,1140753.6164981453,22.87768490720258,4.37107165369329
Other,Kaduna,992.8231527551325,99282.31527551325,10.885277869507531,86.30541427713287,6.0,7.071389976888407,4960646.380674977,1191387.783306159,24.016785150165276,4.163754614730849
Small Manufacturing Plant,Kano,3720.8718688931776,372087.18688931776,7.331977185495778,494.5293655050722,6.2,25.647035214317462,19450214.273227893,4465046.242671813,22.956283051429892,4.3561058981528475
Small Manufacturing Plant,Port Harcourt,5816.908090875648,581690.8090875648,6.867797703095263,575.3133640104357,4.8,51.788711635288884,46048334.61108036,6980289.709050778,15.158614894557227,6.596908800414574
Salon/Personal Services,Port Harcourt,489.67478956888436,48967.47895688844,9.594788135446487,92.27414140188992,4.8,4.359640220520694,2277014.847479311,587609.7474826613,25.80614474838203,3.875046078173676
Agro-processing Unit,Abuja,2751.5606701760444,275156.0670176044,15.534186533888985,438.897562496684,5.5,21.379647786915648,15598261.928429209,3301872.8042112533,21.168209761840828,4.724065054394274
Welding Shop/Technical Services,Kaduna,1100.4520229279476,110045.20229279475,6.874822024414842,271.5803054479504,6.0,7.837977371281678,6624748.702652272,1320542.427513537,19.93347199698076,5.016687510090895
Small Manufacturing Plant,Ibadan,3533.5167291678017,353351.67291678017,8.788611876672574,204.5524743997925,5.3,28.491507250183854,19731881.23384932,4240220.075001362,21.489183037081226,4.653504036307121
Retail Store/Trading,Lagos,842.7861946375077,84278.61946375077,17.15073664358225,272.8064819901615,5.0,7.203300808867588,3827912.3812382044,1011343.4335650093,26.420234656412717,3.7849777377252787
Bakery/Food Processing,Enugu,2340.388703625245,234038.8703625245,9.857948414974583,312.0403424890854,5.1,19.611100248242373,14202667.49745325,2808466.444350294,19.774218081595542,5.057089973791327
Small Manufacturing Plant,Lagos,3291.1014923559987,329110.14923559985,13.685712506110129,588.4396133461449,5.0,28.129072584239307,17800908.523445256,3949321.790827198,22.186068680851974,4.507333022290088
Other,Kaduna,1325.9382632737436,132593.82632737435,10.293769009362586,406.2995952947906,6.0,9.444004724171963,5307310.743167223,1591125.9159284923,29.97988987128653,3.3355692909257737
Agro-processing Unit,Ibadan,1807.301696163469,180730.1696163469,16.663908963184785,326.69617292891,5.3,14.572663249181332,12235409.244195718,2168762.0353961624,17.7252921591077,5.641655951415023
Small Manufacturing Plant,Ibadan,4072.7240971387473,407272.40971387475,13.03037746144223,393.63112453417136,5.3,32.839252516842016,23271201.506331913,4887268.916566497,21.001360480835977,4.76159628283374
Retail Store/Trading,Kano,257.42064498121044,25742.064498121043,14.19140665468083,183.06242417354127,6.2,1.7743358490571437,1549546.2427540182,308904.77397745254,19.935176211871816,5.016258644377967
Salon/Personal Services,Port Harcourt,614.0692111292833,61406.92111292833,15.870417532610361,492.1771791538862,4.8,5.467140412475812,4496212.36841308,736883.0533551399,16.388973495378284,6.101663415844816
Salon/Personal Services,Kaduna,509.1256288151279,50912.56288151279,12.242038707729014,128.58177873667643,6.0,3.626250917486666,2818281.2999289897,610950.7545781535,21.67813250556455,4.6129434799944615
Other,Lagos,1618.0884556853305,161808.84556853306,9.256912565360572,323.1824825498706,5.0,13.82981586055838,6942708.644738742,1941706.1468223967,27.9675591498981,3.5755712346590083
Retail Store/Trading,Lagos,427.41927434201335,42741.92743420134,7.605940355996317,396.2567332904551,5.0,3.653156190957379,2451740.4591806126,512903.12921041605,20.91996023844349,4.780123808086181
Salon/Personal Services,Kaduna,185.3158226348875,18531.582263488748,14.9837428095144,224.67273739361417,6.0,1.3199132666302529,764222.5385671249,222378.987161865,29.09872137228684,3.4365771169326504
Salon/Personal Services,Kano,150.08755045291545,15008.755045291546,12.133549670846758,75.76854969018171,6.2,1.034515787516649,894151.82104522,180105.06054349855,20.14255927287208,4.96461242314325
Other,Lagos,769.488248295529,76948.8248295529,14.483717849468594,84.47929189202623,5.0,6.576822635004522,3747694.4783537686,923385.8979546349,24.638772004708507,4.058643830986782
Small Manufacturing Plant,Abuja,5437.684723246008,543768.4723246008,6.045839071902997,185.75312806104623,5.5,42.25085255047402,25959938.70053199,6525221.667895209,25.13573603993714,3.9783995121970603
Small Manufacturing Plant,Ibadan,5093.164196532251,509316.41965322505,9.795241796751682,106.04081343630745,5.3,41.067281055734966,29023672.848063603,6111797.035838701,21.057972462111966,4.748795268866579
Other,Kaduna,912.3976619607274,91239.76619607274,9.244719436614307,513.4915461883052,6.0,6.498558845874126,3933873.01330562,1094877.194352873,27.832042128702355,3.5929810517523246
Welding Shop/Technical Services,Kaduna,1626.6958351702863,162669.58351702863,15.467189661312087,540.529679645904,6.0,11.586152672153036,6765686.012655728,1952035.0022043437,28.85198926691121,3.4659655206057005
Small Manufacturing Plant,Ibadan,4018.3609685178535,401836.0968517854,16.919317726252704,257.52492967975604,5.3,32.40091088951664,23965000.983407855,4822033.162221424,20.121147358015776,4.969895514440553
Welding Shop/Technical Services,Kano,2928.1568329802167,292815.6832980217,7.071474294306875,427.8605965767835,6.2,20.183049579405957,10809472.376438001,3513788.19957626,32.50656532723518,3.076301633018619
Welding Shop/Technical Services,Abuja,1987.6280809138575,198762.80809138576,10.651785665467765,397.9915333117305,5.5,15.443885632586303,8081277.3015690865,2385153.697096629,29.51456320690196,3.388157883245078
Welding Shop/Technical Services,Lagos,2407.714183268662,240771.4183268662,6.052359235803709,141.8241988109593,5.0,20.57875370315096,13353514.550291834,2889257.0199223943,21.63667856159449,4.621781467766586
Small Manufacturing Plant,Port Harcourt,4995.661177220116,499566.1177220116,13.996624962938478,581.3261278207725,4.8,44.477040395478234,35059729.019631706,5994793.412664139,17.098801332170456,5.848363172209942
Welding Shop/Technical Services,Kaduna,2522.075580501566,252207.5580501566,17.409272492776054,436.39727584414385,6.0,17.96350128562369,12968259.409022555,3026490.6966018793,23.337678566918736,4.2849163301850615
Bakery/Food Processing,Kano,1306.6887546870535,130668.87546870534,7.264379067010278,480.0031248397146,6.2,9.006677382734033,6026823.461059087,1568026.5056244642,26.017462030469307,3.843572439267481
Small Manufacturing Plant,Kano,4754.522275165706,475452.2275165706,6.578232148719555,248.0277562455381,6.2,32.77172784095468,23802126.435822304,5705426.730198847,23.970239573268355,4.17183982222356
Salon/Personal Services,Kaduna,771.919880064786,77191.9880064786,12.004813748522414,288.0010248108375,6.0,5.498004843766282,3552704.034997252,926303.8560777432,26.073206407087042,3.835354901835882
Welding Shop/Technical Services,Ibadan,1915.3992103185878,191539.92103185877,8.506592688061964,252.78894397563735,5.3,15.444276812760746,13505379.663046421,2298479.0523823053,17.018988800969666,5.875789752814365
Bakery/Food Processing,Kano,1428.6825351782004,142868.25351782003,6.628260242249668,472.162195684855,6.2,9.847549870266063,5140046.395679179,1714419.0422138404,33.354155006363634,2.9981272192601196
Salon/Personal Services,Lagos,420.72788073752133,42072.788073752134,15.86615864179708,517.6914006159425,5.0,3.5959647926283873,2766579.2164130914,504873.4568850256,18.249015025118315,5.479747803503804
Salon/Personal Services,Port Harcourt,287.7961355541278,28779.613555412776,13.888241786041544,309.7549922896399,4.8,2.5622875316428755,2194632.74952447,345355.36266495334,15.73636239319697,6.354708763140284
Small Manufacturing Plant,Abuja,5580.548582725198,558054.8582725198,8.58888815011745,422.79726017052434,5.5,43.36090584868063,35623320.59180567,6696658.299270237,18.79852351779539,5.319566715191021
Agro-processing Unit,Lagos,3019.3803056318066,301938.0305631807,9.543617730861992,125.13049700814494,5.0,25.80666927890433,14803129.087205922,3623256.366758168,24.476287043187938,4.085586993793296
Small Manufacturing Plant,Kano,4780.739161670468,478073.9161670468,14.863169497587968,223.5950390698425,6.2,32.952434254690296,20376814.55094654,5736886.994004562,28.15399325375944,3.551894010155979
Agro-processing Unit,Kano,3112.0815100557847,311208.15100557846,10.74157089133804,442.26378580543974,6.2,21.450796181801657,16877897.765215673,3734497.8120669415,22.12655784515721,4.519455791533647
Other,Ibadan,638.6659673198903,63866.59673198903,16.682580031634092,208.07527805606884,5.3,5.149701397515645,2748437.9853108674,766399.1607838684,27.88489916381298,3.586170400421344
Agro-processing Unit,Kano,2419.464969390382,241946.49693903822,6.697103424964197,111.33171677670202,6.2,16.676764332715617,13754072.661904173,2903357.963268459,21.1090782682146,4.737298271832974
Welding Shop/Technical Services,Kano,2031.7238054246563,203172.38054246563,9.211112120735658,509.5141241582069,6.2,14.00416187913328,11029156.630878074,2438068.5665095877,22.105666354250367,4.52372701177463
Salon/Personal Services,Kano,159.55070262572,15955.070262571999,10.549128584063235,235.54005072300097,6.2,1.0997429185671352,870823.3576179931,191460.84315086398,21.98618600155334,4.548310470626189
Welding Shop/Technical Services,Kaduna,1038.655261835202,103865.52618352021,7.492420788006123,277.5034712052494,6.0,7.397829500250727,3995542.1765698204,1246386.3142022425,31.19442266211459,3.2057012589448983
Bakery/Food Processing,Enugu,1637.8697935606592,163786.97935606592,10.85147696705843,342.0157231266516,5.1,13.724399141617724,10802532.452874042,1965443.752272791,18.194286949352136,5.496230782683177
Agro-processing Unit,Port Harcourt,2987.829187264204,298782.9187264204,6.119085853534028,305.25233769942713,4.8,26.601043333904947,20534070.23021265,3585395.0247170446,17.460712778909755,5.727143059176075
Salon/Personal Services,Abuja,776.2745065769324,77627.45065769323,12.228387361554585,422.64824710242425,5.5,6.031658947761711,5020565.904545681,931529.4078923188,18.554271084239744,5.3895946408232325
Small Manufacturing Plant,Kano,3591.523502709091,359152.35027090914,15.28789653783315,475.1068150318633,6.2,24.755469414868287,12789625.676589835,4309828.203250909,33.69784473942525,2.967548838012291
Other,Ibadan,1186.2032810120363,118620.32810120363,17.712165879350565,119.05261811945935,5.3,9.564612812546656,4870724.2445667535,1423443.9372144435,29.22448214559224,3.4217886052459074
Small Manufacturing Plant,Lagos,2559.3168271135337,255931.68271135338,15.241898541085153,493.9355455506854,5.0,21.87450279584217,14200989.337586107,3071180.1925362404,21.626522769140262,4.623951851505871
Welding Shop/Technical Services,Lagos,1240.4144582411525,124041.44582411525,9.186993995503272,59.6537998516459,5.0,10.601832976420107,5931887.901896815,1488497.349889383,25.093146979621995,3.985151805838042
Bakery/Food Processing,Kano,1298.62463832696,129862.463832696,15.277702487024058,334.8782902419184,6.2,8.951093454142265,6474807.383900518,1558349.565992352,24.067890727794587,4.154913329588783
Small Manufacturing Plant,Kano,3718.3345760890084,371833.45760890085,10.460871538875963,50.74449414350749,6.2,25.62954629231464,22219267.6011058,4462001.49130681,20.081676729455953,4.979663867077357
Salon/Personal Services,Ibadan,344.8703429174033,34487.03429174033,13.757504899655165,585.8069440989964,5.3,2.7807639325705797,1825827.0520634048,413844.411500884,22.666134288742732,4.411868328586829
Salon/Personal Services,Enugu,700.5895375395347,70058.95375395346,6.2831395757463495,544.2083325711617,5.1,5.870534083622714,4919391.037310835,840707.4450474416,17.089664933548583,5.851489797420826
Welding Shop/Technical Services,Enugu,2566.3968265972517,256639.68265972516,15.364513482851764,301.8976674519643,5.1,21.504917266610118,10754530.6279364,3079676.191916702,28.636081838074933,3.4920978563149165
Small Manufacturing Plant,Lagos,3893.01852534076,389301.85253407597,9.634988745998312,86.13217242490117,5.0,33.27366260975008,18879671.06138033,4671622.230408912,24.74419292169257,4.041352260567476
Bakery/Food Processing,Kano,1188.0001179392884,118800.01179392885,8.959243619736295,316.2423883406109,6.2,8.188586420866338,4193943.523907623,1425600.141527146,33.99187741562318,2.9418792841974213
Bakery/Food Processing,Enugu,2070.6554912143797,207065.54912143797,11.685717940775358,81.81444719593833,5.1,17.350892334626945,10952904.72692481,2484786.589457256,22.68609698894821,4.407986091601218
Retail Store/Trading,Kano,966.2318407905631,96623.1840790563,17.31269182912935,481.85424873162464,6.2,6.659993388410277,5749411.375309824,1159478.2089486755,20.16690289249295,4.958619602280359
Welding Shop/Technical Services,Kano,2982.655803128441,298265.58031284413,12.533787993603156,579.5225926392633,6.2,20.55869729203502,11076632.390374133,3579186.9637541296,32.31295250770019,3.094734223874156
Other,Kaduna,428.52856904847636,42852.856904847635,10.388168979136456,173.9596974037212,6.0,3.052197785245558,2266451.923634251,514234.2828581716,22.688956138703265,4.407430619049858
Other,Port Harcourt,632.916243028259,63291.624302825905,7.689635386712113,392.32750286129817,4.8,5.63493806114903,3835129.6912938673,759499.4916339109,19.803749879907624,5.049548727206327
Salon/Personal Services,Lagos,657.8592062357483,65785.92062357483,12.939580793044328,130.82949027351532,5.0,5.622728258425199,4922064.824133813,789431.047482898,16.03861541221823,6.234952171982371
Other,Abuja,1678.9104088869005,167891.04088869004,13.631456485964742,263.49113836984753,5.5,13.045146922198137,7161885.547170318,2014692.4906642805,28.130755195610348,3.5548281339992065
Salon/Personal Services,Kaduna,588.1846920984409,58818.469209844094,9.118859750913995,239.85571467181578,6.0,4.189349658820804,2449978.3506752104,705821.6305181291,28.80930071580452,3.4711012595019675
Other,Abuja,1859.7259333243833,185972.59333243832,9.486054068057044,308.4935474868651,5.5,14.450084952015407,7395796.058442043,2231671.11998926,30.174860182115022,3.3140170127207793
Salon/Personal Services,Kaduna,728.5917393074095,72859.17393074094,14.49265620321033,84.21177439058651,6.0,5.1893998526168765,3495445.3345013657,874310.0871688913,25.012838236636703,3.9979469364467564
Retail Store/Trading,Abuja,317.84243542317625,31784.243542317625,6.094099089263002,397.00698462603987,5.5,2.469638192876272,1509277.792439107,381410.9225078115,25.271088226337884,3.957091166963621
Bakery/Food Processing,Lagos,1561.0448231977111,156104.4823197711,7.611298210827306,576.8637665812238,5.0,13.342263446134282,11313737.380395195,1873253.7878372534,16.55733843604402,6.039618045271569
Welding Shop/Technical Services,Ibadan,2059.31944789124,205931.944789124,8.90271952935467,325.33196413508915,5.3,16.604736719006933,12320321.532995736,2471183.3374694884,20.057782833437223,4.98559590710572
Welding Shop/Technical Services,Lagos,2359.2406654702154,235924.06654702153,6.914870615682774,201.08709827634058,5.0,20.16445013222406,15035345.891140714,2831088.7985642585,18.829555495842783,5.310799823292597
Salon/Personal Services,Enugu,674.5275690745958,67452.75690745958,11.515978444831935,350.6174281177622,5.1,5.652149900072028,4028650.546925972,809433.082889515,20.091915976855972,4.97712612949361
Welding Shop/Technical Services,Abuja,1865.6320044189385,186563.20044189386,6.526799311716061,141.16237890108576,5.5,14.49597517031032,7780571.668298812,2238758.405302726,28.77370070922078,3.475395848819479
Agro-processing Unit,Ibadan,2613.8540968547272,261385.40968547272,8.510225584895133,77.48846576282331,5.3,21.076069157028922,14289732.400260687,3136624.9162256727,21.950200524178126,4.555767036836411
Bakery/Food Processing,Abuja,2234.2044288881007,223420.44288881007,17.77431034996939,486.2285806982067,5.5,17.359785772246312,15620371.27475846,2681045.314665721,17.16377458324644,5.826224267569325
Other,Kaduna,1751.4343668979338,175143.4366897934,8.903725563804544,578.3448365322598,6.0,12.474603752834286,10404963.654843068,2101721.240277521,20.199217508071342,4.950686825370404
Bakery/Food Processing,Kano,1134.7736975708283,113477.36975708282,17.417157724341987,597.1506116812731,6.2,7.821710074240613,6706206.111080474,1361728.4370849938,20.305496349643185,4.924774961325053
Other,Port Harcourt,1509.9287697682828,150992.87697682827,17.773724781501862,363.246878761907,4.8,13.443098021441264,11148234.067194598,1811914.5237219392,16.252928605560747,6.152737295959461
Small Manufacturing Plant,Enugu,3408.396241116316,340839.6241116316,11.24395062798745,376.4585144583323,5.1,28.560384121973488,15457356.198973743,4090075.489339579,26.4603819481829,3.7792349405926564
Welding Shop/Technical Services,Kaduna,1146.16312405403,114616.312405403,13.468119175406953,589.6478102192619,6.0,8.163555014629843,4824492.04133072,1375395.748864836,28.50861265977892,3.5077119042374156
Welding Shop/Technical Services,Ibadan,1380.2152995674553,138021.52995674554,15.5111413954606,549.3443365787907,5.3,11.128973549165096,5578383.084732627,1656258.3594809463,29.69065290646548,3.3680633536429863
Welding Shop/Technical Services,Kaduna,2887.4031856404417,288740.3185640442,17.521627252865365,336.80280129680955,6.0,20.5655497552738,12779515.907400968,3464883.8227685303,27.11279400467682,3.688295643110426
Welding Shop/Technical Services,Lagos,2954.6158159830075,295461.5815983007,15.087722485613266,138.91928993032906,5.0,25.253126632333398,13723633.910032602,3545538.9791796086,25.835278049698324,3.8706763599615175
Other,Lagos,1110.7301809955488,111073.01809955489,14.619974104464047,186.03717370049583,5.0,9.493420350389306,6542080.561520528,1332876.2171946587,20.373888775299154,4.908243149007359
Welding Shop/Technical Services,Port Harcourt,2281.2303670977744,228123.03670977743,13.999205748559431,139.48485909471123,4.8,20.310099422166793,15656060.35685062,2737476.440517329,17.485091256176027,5.719158026394533
Other,Abuja,1260.6450311696858,126064.50311696858,15.259522931743293,324.39261549476805,5.5,9.795221687410145,8324000.136389865,1512774.037403623,18.173642631146283,5.5024742166228355
Welding Shop/Technical Services,Port Harcourt,1024.2062335522148,102420.62335522148,6.108461628951506,246.3661391835067,4.8,9.118645241739804,7292060.835864264,1229047.4802626579,16.85459718352706,5.9330993740826745
Retail Store/Trading,Kaduna,940.9552547454256,94095.52547454256,8.744121355243305,398.9000288794279,6.0,6.701960503884798,5867125.688911488,1129146.3056945107,19.24530622939489,5.196072164716299
Agro-processing Unit,Lagos,2055.1896767333014,205518.96767333013,9.860039875914584,516.4231492808162,5.0,17.56572373276326,9161566.857871847,2466227.6120799617,26.919277568344295,3.7148099441418485
Welding Shop/Technical Services,Port Harcourt,2457.722884539894,245772.2884539894,7.1447913277585275,285.7861115425385,4.8,21.88143593785518,11047322.884287858,2949267.4614478727,26.69667115136547,3.7457853615163264
Salon/Personal Services,Lagos,168.9603463694219,16896.03463694219,11.770681759236108,414.3387064355874,5.0,1.4441055245249734,1104069.571770407,202752.41564330627,18.364097773131,5.445407731727102
Small Manufacturing Plant,Ibadan,2914.7591825935306,291475.918259353,9.466619266909987,268.8101440261863,5.3,23.502331741602404,14471348.404911386,3497711.0191122363,24.16990401478524,4.1373767946628135
Small Manufacturing Plant,Lagos,5718.358586296174,571835.8586296174,17.91906018507557,74.70121444758873,5.0,48.874859711933105,29393360.495567415,6862030.3035554085,23.345511325900343,4.283478678364026
Agro-processing Unit,Enugu,3402.51980873848,340251.980873848,10.46068879682812,265.852002426214,5.1,28.511143026131055,18029159.14616062,4083023.770486176,22.646778684382912,4.4156390360700355
Retail Store/Trading,Ibadan,803.4119786776182,80341.19786776182,17.021117185744906,573.0107269764017,5.3,6.47808400804401,3938146.6152483406,964094.3744131417,24.480916243194407,4.084814432866645
Small Manufacturing Plant,Lagos,4519.929051134122,451992.90511341224,10.285453911606034,483.1519972223286,5.0,38.63187223191557,27219034.477154978,5423914.861360947,19.926918663897705,5.018337339890562
Welding Shop/Technical Services,Enugu,1502.0027665246005,150200.27665246004,12.768888346002214,247.21815383868025,5.1,12.585912238349257,8508824.010618081,1802403.3198295205,21.182754721220213,4.72082131507774
Retail Store/Trading,Lagos,725.3048589663009,72530.4858966301,8.884786954722083,155.3761201541542,5.0,6.199186828771802,4370249.544938214,870365.8307595612,19.915700964208128,5.021163964036057
Bakery/Food Processing,Enugu,2361.006447348243,236100.6447348243,7.221644195394443,328.27684925421244,5.1,19.78386498532129,15215482.598145649,2833207.7368178917,18.62055783339519,5.370408389197352
Welding Shop/Technical Services,Lagos,1441.7055659260177,144170.55659260176,6.467159559908009,69.81035006028452,5.0,12.322269794239467,8069265.527969226,1730046.679111221,21.439952287040654,4.664189484248286
Agro-processing Unit,Ibadan,1938.0544302645683,193805.44302645684,16.401244254072004,205.36330918736465,5.3,15.62695073588589,9384344.506550908,2325665.316317482,24.782394920540373,4.035122526318757
Retail Store/Trading,Abuja,960.3673364602366,96036.73364602367,12.979467515870322,290.1378043728214,5.5,7.462061666357704,4227110.295038297,1152440.803752284,27.263088098387158,3.6679630582977083
Small Manufacturing Plant,Kano,4530.310921343091,453031.09213430906,12.200380622715214,467.32693956652884,6.2,31.226295294617387,19978260.469049565,5436373.105611709,27.211443729216413,3.6749244543990107
Other,Kano,780.2433121538488,78024.33121538488,10.236604699203628,541.7518663932879,6.2,5.378021175584841,4284790.960616367,936291.9745846186,21.851520487009545,4.576340582773118
Welding Shop/Technical Services,Abuja,2892.913026300811,289291.3026300811,16.710698729837695,280.69639667652245,5.5,22.47795669231399,18042650.42549578,3471495.631560973,19.240497098228197,5.19737091455962
Agro-processing Unit,Lagos,3450.9137575172044,345091.37575172045,11.716028799613186,323.6469186803562,5.0,29.494989380488928,22615641.60946112,4141096.509020645,18.3107628805377,5.461268907932223
Retail Store/Trading,Port Harcourt,363.74408724582713,36374.40872458271,13.093563639102197,152.37474376434136,4.8,3.2384623152228196,1922387.728184079,436492.9046949925,22.705768367930197,4.40416718692686
Welding Shop/Technical Services,Enugu,1663.1293981343874,166312.93981343874,16.260362419439222,163.89169506597037,5.1,13.93605998101548,10246272.069004254,1995755.277761265,19.477867309404903,5.134032305051947
Salon/Personal Services,Lagos,196.25288536273132,19625.288536273132,6.828091111353796,567.4314862767094,5.0,1.6773750885703531,1221591.7929386366,235503.4624352776,19.278409023095612,5.187150032982473
Other,Kano,1161.764744535119,116176.4744535119,10.91294486180422,495.9832195543551,6.2,8.007752581576502,5555029.850021608,1394117.6934421428,25.0964932877313,3.9846204349547962
Welding Shop/Technical Services,Lagos,2671.651855821032,267165.1855821032,9.986292397387256,431.4899316105874,5.0,22.834631246333604,16440742.56208995,3205982.2269852385,19.50022765016578,5.1281452603528885
Retail Store/Trading,Lagos,816.8982526815092,81689.82526815092,13.855808242391454,133.37729114005464,5.0,6.982036347705207,4864498.202828359,980277.903217811,20.15167571956033,4.962366474711305
Retail Store/Trading,Abuja,900.7064668136456,90070.64668136457,12.469134632832105,205.35983450350204,5.5,6.998496245638272,5082185.824835898,1080847.7601763748,21.267379773766436,4.7020366901686295
Salon/Personal Services,Enugu,426.39832053450107,42639.8320534501,6.450853084786889,120.32674067232966,5.1,3.5729706765083047,2809078.0561455023,511677.9846414012,18.215157230038102,5.489933396517315
Welding Shop/Technical Services,Lagos,2531.0935010317216,253109.35010317215,6.000139617064393,279.1112056652607,5.0,21.63327778659591,11765285.766406976,3037312.201238066,25.815881242004345,3.873584599439999
Agro-processing Unit,Kano,2806.2754527139714,280627.54527139716,6.6556130400116675,585.1929896347831,6.2,19.342951838392413,15471465.847451108,3367530.543256766,21.766072953013435,4.594306020009704
Small Manufacturing Plant,Kano,3291.438659373852,329143.8659373852,9.65038463563537,217.16838174026503,6.2,22.687059962598923,12576672.875712043,3949726.391248622,31.40517711068321,3.1841883791186345
